Frame,AX,AY,AZ,GX,GY,GZ
915,-8,52,8067,3,3,8
916,-8,52,8067,3,3,8
917,-8,52,8067,3,3,8
918,-8,52,8067,3,3,8
919,-8,52,8067,3,3,8
920,-8,52,8067,3,3,8
921,-8,52,8067,3,3,8
922,52,66,8053,1,2,8
923,52,66,8053,1,2,8
924,52,66,8053,1,2,8
925,52,66,8053,1,2,8
926,52,66,8053,1,2,8
927,52,66,8053,1,2,8
928,52,66,8053,1,2,8
929,52,66,8053,1,2,8
930,52,66,8053,1,2,8
931,52,66,8053,1,2,8
932,52,66,8053,1,2,8
933,52,66,8053,1,2,8
934,52,66,8053,1,2,8
935,52,66,8053,1,2,8
936,52,66,8053,1,2,8
937,52,66,8053,1,2,8
938,52,66,8053,1,2,8
939,52,66,8053,1,2,8
940,52,66,8053,1,2,8
941,52,66,8053,1,2,8
942,52,66,8053,1,2,8
943,52,66,8053,1,2,8
944,52,66,8053,1,2,8
945,52,66,8053,1,2,8
946,52,66,8053,1,2,8
947,52,66,8053,1,2,8
948,52,66,8053,1,2,8
949,52,66,8053,1,2,8
950,52,66,8053,1,2,8
951,52,66,8053,1,2,8
952,52,66,8053,1,2,8
953,52,66,8053,1,2,8
954,52,66,8053,1,2,8
955,52,66,8053,1,2,8
956,52,66,8053,1,2,8
957,52,66,8053,1,2,8
958,52,66,8053,1,2,8
959,52,66,8053,1,2,8
960,52,66,8053,1,2,8
961,52,66,8053,1,2,8
962,52,66,8053,1,2,8
963,52,66,8053,1,2,8
964,52,66,8053,1,2,8
965,52,66,8053,1,2,8
966,52,66,8053,1,2,8
967,52,66,8053,1,2,8
968,52,66,8053,1,2,8
969,52,66,8053,1,2,8
970,52,66,8053,1,2,8
971,52,66,8053,1,2,8
972,52,66,8053,1,2,8
973,52,66,8053,1,2,8
974,52,66,8053,1,2,8
975,52,66,8053,1,2,8
976,52,66,8053,1,2,8
977,52,66,8053,1,2,8
978,52,66,8053,1,2,8
979,52,66,8053,1,2,8
980,52,66,8053,1,2,8
981,52,66,8053,1,2,8
982,52,66,8053,1,2,8
983,52,66,8053,1,2,8
984,52,66,8053,1,2,8
985,52,66,8053,1,2,8
986,52,66,8053,1,2,8
987,52,66,8053,1,2,8
988,52,66,8053,1,2,8
989,52,66,8103,1,1,9
990,50,62,8103,1,1,9
991,50,62,8103,1,1,9
992,50,62,8103,1,1,9
993,50,62,8103,1,1,9
994,50,62,8103,1,1,9
995,50,62,8103,1,1,9
996,50,62,8103,1,1,9
997,50,62,8103,1,1,9
998,50,62,8103,1,1,9
999,50,62,8103,1,1,9
