Zaman,Hex_Veri,Decimal_Veri,Angle
2026-07-24 16:59:45,FF,255,180.0
2026-07-24 16:59:45,F4,244,172.23529411764707
2026-07-24 16:59:45,D2,210,148.23529411764707
2026-07-24 16:59:45,C0,192,135.52941176470588
2026-07-24 16:59:46,BF,191,134.8235294117647
2026-07-24 16:59:46,BF,191,134.8235294117647
2026-07-24 16:59:46,BE,190,134.11764705882354
2026-07-24 16:59:46,BF,191,134.8235294117647
2026-07-24 16:59:46,BC,188,132.7058823529412
2026-07-24 16:59:46,7D,125,88.23529411764706
2026-07-24 16:59:46,19,25,17.647058823529413
2026-07-24 16:59:46,15,21,14.823529411764707
2026-07-24 16:59:46,24,36,25.41176470588235
2026-07-24 16:59:46,24,36,25.41176470588235
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,24,36,25.41176470588235
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:47,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,24,36,25.41176470588235
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:48,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:49,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:50,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,24,36,25.41176470588235
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:51,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,24,36,25.41176470588235
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:52,25,37,26.11764705882353
2026-07-24 16:59:53,25,37,26.11764705882353
