Zaman(s),Raw_Ax,Raw_Ay,Raw_Az,Raw_Gx,Raw_Gy,Raw_Gz,Angle_X,Angle_Y,Angle_Z,Filt_Ax,Filt_Ay,Filt_Az,Filt_Gx,Filt_Gy,Filt_Gz
0.0131,200,286,16267,4,0,7,129,130,127,128,236,16695,4,1,6
0.0295,100,274,16711,3,1,7,129,130,127,146,248,16588,4,0,6
0.0296,116,314,16363,4,-4,9,129,130,127,134,254,16618,3,0,6
0.0452,196,346,16943,6,3,7,129,132,127,129,269,16554,3,-1,6
0.0614,192,214,16275,6,-1,8,129,132,127,145,288,16651,3,0,6
0.0615,152,254,16467,5,-1,7,129,132,127,156,269,16557,3,-1,6
0.077,200,222,16539,8,-2,9,129,132,127,155,265,16534,3,-1,6
0.0771,156,254,16563,7,-1,10,129,131,127,166,254,16535,4,-2,6
0.0931,240,294,16407,4,0,10,129,131,127,163,254,16542,4,-2,7
0.1093,172,286,16555,4,0,9,129,132,127,182,264,16508,4,-2,7
0.1094,144,306,16543,6,3,10,129,132,127,179,269,16519,4,-2,7
0.1251,188,310,16355,5,-2,11,129,132,127,170,278,16525,4,-1,7
0.141,124,214,16571,4,-1,10,129,132,127,174,286,16482,4,-2,8
0.1411,196,294,16591,2,-1,10,129,132,127,161,268,16504,4,-2,8
0.1572,160,294,16411,4,1,10,129,132,127,169,274,16525,3,-2,8
0.1735,188,238,16411,4,0,10,129,132,127,166,279,16496,3,-2,8
0.1735,192,274,16519,6,-1,9,129,132,127,171,268,16474,3,-2,8
0.1895,184,214,16543,6,-1,6,129,132,127,176,269,16485,3,-2,8
0.1896,172,234,16411,6,-2,7,129,132,127,178,255,16499,3,-2,7
0.2051,128,278,16655,3,2,8,129,131,127,176,249,16477,3,-2,7
0.2215,152,218,16431,5,2,7,129,131,127,164,256,16521,3,-1,7
0.2215,200,230,16487,4,-2,8,129,131,127,161,246,16498,3,-1,7
0.2375,176,250,16527,5,-1,10,129,131,127,170,242,16495,3,-2,7
0.2531,116,278,16551,5,-2,8,129,131,127,171,244,16503,3,-2,7
0.2532,208,262,16563,6,0,7,129,131,127,157,252,16515,3,-2,7
0.2695,176,294,16535,6,1,10,129,131,127,169,254,16527,3,-2,7
0.2854,136,218,16471,5,-1,10,129,131,127,170,264,16529,3,-2,7
0.2855,160,278,16463,5,-1,8,129,131,127,161,252,16514,3,-2,7
0.3012,84,282,16515,6,-2,11,129,131,127,160,258,16501,3,-2,7
0.3013,160,250,16579,3,1,10,129,132,127,141,264,16504,3,-2,8
0.3171,156,290,16487,4,-1,10,129,132,127,145,260,16522,3,-2,8
0.3334,168,346,16523,7,0,10,129,132,127,147,267,16513,3,-2,8
0.3335,120,246,16479,4,1,10,129,132,127,152,286,16515,4,-2,8
0.3498,204,306,16591,4,0,9,129,132,127,144,276,16506,4,-2,8
0.3651,220,230,16583,5,-1,10,129,132,127,159,283,16527,4,-2,8
0.3651,232,178,16483,3,-1,8,129,132,127,174,269,16541,4,-2,8
0.3815,208,218,16647,5,-1,7,129,132,127,188,246,16526,3,-2,8
0.3816,160,226,16547,8,0,9,130,131,127,193,239,16556,3,-2,7
0.3975,244,194,16475,6,1,8,130,131,127,184,235,16553,4,-2,7
0.413,72,210,16503,6,0,9,130,131,127,199,224,16533,4,-2,7
0.4131,108,266,16507,4,1,8,130,131,127,167,220,16525,4,-2,7
0.4291,136,286,16579,6,-1,7,129,131,127,152,231,16520,4,-2,7
0.4455,120,198,16435,6,0,9,129,131,127,148,244,16534,4,-2,7
0.4455,100,290,16559,5,2,9,129,131,127,141,232,16509,4,-2,7
0.4611,148,210,16547,5,-1,9,129,131,127,130,246,16521,4,-1,7
0.4771,104,230,16563,7,-2,10,129,131,127,134,237,16527,4,-1,7
0.4771,136,226,16503,7,0,10,129,131,127,126,235,16536,4,-2,7
0.4937,200,198,16679,9,3,9,129,131,127,128,232,16527,4,-2,7
0.4937,156,250,16519,6,1,9,129,131,127,146,223,16565,5,-1,7
0.5092,132,206,16587,5,1,8,129,131,127,148,229,16553,5,-1,7
0.5251,148,186,16487,4,1,9,129,131,127,144,223,16561,5,-1,7
0.5252,140,306,16467,5,0,8,129,131,127,145,213,16542,4,-1,7
0.5411,160,418,16587,6,0,8,129,131,127,143,236,16523,4,-1,7
0.5571,220,314,16567,7,3,8,129,131,127,147,281,16539,4,-1,7
0.5572,168,298,16475,6,1,11,129,131,127,165,289,16546,4,0,7
0.573,180,230,16451,5,2,11,129,131,127,165,291,16528,4,0,8
0.589,188,190,16599,2,2,11,129,131,127,168,275,16508,4,0,8
0.5891,212,142,16451,3,2,9,129,131,127,173,253,16530,3,0,8
0.6054,156,134,16555,3,1,7,129,130,127,182,225,16510,3,0,8
0.6055,156,214,16491,3,1,8,129,130,127,175,202,16521,3,0,7
0.621,148,270,16511,2,2,8,129,130,127,170,205,16513,3,0,7
0.637,164,290,16443,5,1,8,129,130,127,164,221,16512,2,0,7
0.6371,184,298,16599,5,0,9,129,130,127,164,238,16494,2,0,7
0.6535,152,330,16491,5,3,8,129,130,127,169,253,16520,2,0,7
0.6691,128,306,16487,5,2,8,129,131,127,164,272,16512,2,0,7
0.6692,132,242,16539,5,0,11,129,131,127,155,280,16505,2,0,7
0.6853,132,122,16451,4,3,10,129,131,127,149,270,16513,2,0,8
0.6854,184,186,16507,6,3,10,129,131,127,144,233,16497,2,0,8
0.7014,176,126,16571,3,3,9,129,130,127,154,221,16499,3,0,8
0.7174,128,250,16479,3,4,10,129,130,127,159,197,16517,3,0,8
0.7175,144,170,16455,3,3,6,129,130,127,151,210,16507,3,1,8
0.7333,152,226,16535,6,2,8,129,130,127,149,200,16494,3,1,7
0.7494,156,226,16535,4,1,10,129,130,127,149,206,16504,3,1,7
0.7494,140,254,16455,6,1,8,129,130,127,150,211,16511,3,1,7
0.7654,128,314,16399,5,0,9,129,130,127,147,221,16497,3,1,7
0.7811,184,354,16391,5,-3,9,129,130,127,142,244,16472,3,0,7
0.7812,92,242,16463,5,-1,9,129,132,127,152,271,16451,3,-1,7
0.7972,220,270,16579,3,0,6,129,132,127,137,263,16454,3,-1,7
0.7972,136,258,16471,6,1,7,129,132,127,157,264,16485,3,-1,6
0.8134,196,222,16535,6,1,7,129,132,127,151,262,16481,3,-1,6
0.8291,160,98,16439,6,0,9,129,131,127,162,252,16494,3,-1,6
0.8292,116,182,16471,5,2,7,129,131,127,161,213,16480,3,-1,6
0.8456,176,190,16415,4,0,6,129,131,127,149,205,16477,3,-1,6
0.8611,200,290,16535,7,-1,6,129,131,127,155,201,16461,3,-1,6
0.8612,180,426,16543,6,-1,6,129,131,127,166,223,16479,4,-1,6
0.8778,216,398,16371,8,0,7,129,131,127,169,273,16495,4,-1,6
0.8779,124,386,16579,4,0,9,129,132,127,180,304,16464,5,-1,6
0.893,220,330,16487,7,0,12,129,132,127,166,324,16492,4,-1,6
0.9091,112,234,16567,9,3,12,129,133,127,179,325,16490,4,-1,7
0.9092,120,130,16651,6,-1,11,129,133,127,162,302,16509,5,0,8
0.9258,120,110,16411,7,1,10,129,132,127,151,259,16544,5,-1,8
0.9411,148,82,16467,7,1,11,129,132,127,143,221,16510,5,-1,8
0.9411,228,154,16535,7,0,8,129,130,127,144,186,16499,5,-1,8
0.9572,184,234,16599,6,0,7,129,130,127,165,178,16508,5,-1,8
0.9734,220,286,16547,5,0,8,129,131,127,169,192,16530,5,-1,7
0.9735,164,382,16579,5,2,9,129,131,127,181,215,16534,5,-1,7
0.9891,84,358,16451,3,-1,7,129,132,127,176,256,16545,5,-1,7
0.9891,56,342,16507,5,1,9,129,132,127,153,281,16521,4,-1,7
1.0054,144,278,16575,8,-1,10,129,132,127,128,296,16517,4,-1,7
1.0215,144,218,16539,4,-3,10,129,132,127,132,291,16531,5,-1,7
1.0216,240,238,16515,4,0,8,129,132,127,135,272,16533,4,-2,7
1.0374,200,166,16475,2,0,9,129,132,127,161,263,16528,4,-2,7
1.0531,208,174,16479,6,1,8,129,131,127,170,238,16514,3,-2,7
1.0532,184,150,16527,8,0,5,129,131,127,179,222,16505,3,-2,7
1.069,172,174,16647,4,0,8,129,131,127,180,204,16510,4,-2,6
1.0854,164,178,16531,3,3,7,129,131,127,178,196,16544,4,-2,6
1.0855,168,334,16483,6,2,7,129,130,127,174,191,16540,3,-1,6
1.1011,132,294,16543,5,2,5,129,130,127,172,226,16525,3,-1,6
1.1012,168,246,16439,3,0,6,129,131,127,162,243,16529,3,-1,5
1.117,144,346,16547,6,0,9,129,131,127,163,243,16506,3,-1,5
1.1334,140,226,16503,4,2,9,129,132,127,158,268,16516,3,-1,6
1.1335,140,242,16579,6,1,8,129,132,127,153,257,16512,3,-1,6
1.1491,188,206,16475,3,0,7,129,131,127,149,253,16528,3,-1,6
1.165,152,242,16527,5,-1,11,129,131,127,158,241,16514,3,-1,6
1.1651,208,166,16499,5,0,8,129,131,127,156,241,16517,3,-1,7
1.1812,120,294,16543,5,-1,6,129,131,127,169,222,16512,3,-1,7
1.1813,152,314,16467,6,0,5,129,131,127,156,240,16519,3,-1,6
1.197,156,394,16363,10,-4,5,129,131,127,155,258,16506,3,-1,5
1.2131,188,310,16831,6,-2,8,129,132,127,155,292,16470,4,-2,5
1.2132,160,302,16659,4,3,10,129,132,127,163,296,16560,4,-2,5
1.2292,68,206,16403,5,3,8,129,132,127,162,297,16584,4,-1,6
1.2452,56,182,16667,6,1,9,129,132,127,138,274,16538,4,0,6
1.2453,96,186,16355,6,2,9,128,130,127,117,251,16570,4,0,6
1.2611,136,218,16415,5,-3,9,128,130,127,111,234,16516,4,0,6
1.2774,260,254,16583,6,-5,9,128,131,127,117,230,16490,4,-1,6
1.2775,164,262,16771,7,1,10,128,131,127,152,236,16513,4,-2,6
1.2934,212,274,16399,5,3,12,129,131,127,155,242,16577,4,-2,7
1.2935,160,302,16483,7,1,9,129,131,127,169,250,16532,4,-1,8
1.3092,156,278,16619,6,-1,7,129,132,127,166,263,16519,4,-1,8
1.3255,192,230,16507,7,-2,8,129,132,127,163,266,16544,4,-1,7
1.3256,148,290,16515,8,-2,9,129,132,127,170,257,16534,4,-2,7
1.3414,160,238,16555,6,-2,9,129,132,127,164,265,16529,5,-2,7
1.3571,168,286,16491,8,1,9,129,132,127,163,258,16535,5,-2,7
1.3572,196,238,16451,6,-2,10,129,132,127,164,265,16524,5,-2,7
1.3731,152,126,16631,6,0,10,129,132,127,172,258,16505,5,-2,7
1.3732,152,194,16663,3,-1,9,129,131,127,167,225,16536,5,-2,7
1.3894,132,242,16519,6,0,9,129,131,127,163,217,16567,4,-2,7
1.4051,156,170,16511,4,3,6,129,131,127,155,223,16555,4,-2,7
1.4052,220,226,16355,4,3,6,129,131,127,155,209,16544,4,-1,6
1.421,152,286,16479,4,1,5,129,130,127,171,213,16496,4,0,6
1.4374,220,210,16579,2,-2,9,129,130,127,166,231,16491,4,0,5
1.4374,160,190,16515,5,-1,10,129,131,127,179,225,16513,3,-1,6
1.4534,180,230,16539,5,2,10,129,131,127,174,216,16513,3,-1,7
1.469,104,234,16535,8,1,10,129,131,127,175,219,16519,3,-1,7
1.4691,112,206,16355,5,0,8,129,131,127,157,222,16523,4,-1,7
1.4852,140,202,16439,4,-2,5,129,131,127,145,218,16481,4,-1,7
1.4853,132,218,16527,3,0,5,129,131,127,143,214,16470,4,-2,6
1.5018,212,266,16515,5,1,6,129,131,127,140,215,16484,3,-2,5
1.5171,144,250,16523,6,0,7,129,131,127,158,227,16491,3,-2,5
1.5172,188,302,16479,6,2,8,129,131,127,154,232,16499,3,-2,5
1.5334,176,266,16515,5,-2,9,129,131,127,162,249,16494,3,-1,5
1.5494,92,326,16519,5,-1,7,129,131,127,165,253,16499,3,-2,6
1.5495,100,266,16515,5,1,7,129,131,127,146,271,16504,3,-2,6
1.565,80,370,16339,6,2,8,129,132,127,134,269,16506,3,-2,6
1.581,160,266,16307,6,2,8,129,132,127,120,294,16464,3,-1,6
1.5811,176,222,16427,4,0,8,129,132,127,130,287,16424,3,-1,6
1.5974,96,230,16511,5,-1,7,129,132,127,141,270,16424,3,-1,6
1.5975,276,246,16611,6,-1,8,129,132,127,129,260,16445,3,-1,6
1.613,196,210,16543,7,-2,9,129,132,127,165,256,16486,3,-1,6
1.6291,220,258,16503,8,-1,8,129,131,127,172,244,16500,4,-2,6
1.6292,176,214,16523,5,-1,6,129,131,127,184,247,16500,5,-2,6
1.6454,144,282,16511,7,-1,5,129,131,127,182,238,16505,5,-2,6
1.6614,148,318,16507,7,2,7,129,131,127,172,249,16506,5,-2,5
1.6615,136,306,16543,6,2,7,129,132,127,166,266,16506,5,-1,5
1.6771,100,242,16535,7,-1,8,129,132,127,158,276,16515,5,-1,5
1.6772,172,270,16407,7,-2,8,129,132,127,143,267,16520,5,-1,5
1.693,188,270,16503,7,-1,9,129,132,127,150,267,16491,5,-2,5
1.7094,148,158,16567,6,1,9,129,132,127,159,267,16494,5,-2,6
1.7095,148,226,16567,6,0,9,129,132,127,156,239,16512,5,-2,6
1.725,192,190,16591,4,1,8,129,131,127,154,235,16525,5,-2,6
1.7411,172,214,16503,7,3,8,129,131,127,163,223,16541,4,-2,6
1.7412,240,310,16451,6,1,7,129,131,127,165,220,16531,4,-1,6
1.7574,168,282,16499,3,0,8,129,131,127,183,242,16511,4,-1,6
1.773,180,290,16543,5,-1,7,129,131,127,179,252,16508,3,-1,6
1.7731,224,374,16671,5,-2,10,129,131,127,179,261,16516,3,-1,6
1.7892,272,470,15951,10,-4,9,129,132,127,190,289,16554,3,-2,7
1.7892,104,82,16423,2,1,10,129,132,127,210,334,16403,4,-3,7
1.8054,80,258,16723,3,4,8,129,132,127,183,271,16408,3,-2,7
1.8214,160,190,16215,6,0,10,129,132,127,157,267,16486,3,-1,7
1.8215,176,234,16879,2,3,7,129,131,127,157,247,16418,3,-1,7
1.8371,160,350,16359,6,3,7,129,131,127,161,243,16533,2,0,7
1.8533,220,402,16415,3,0,8,129,131,127,160,269,16489,3,0,7
1.8534,196,354,16423,6,-2,9,129,131,127,175,302,16470,3,0,7
1.869,112,238,16659,5,3,9,129,132,127,180,315,16458,3,-1,7
1.8691,104,210,16403,8,2,9,129,132,127,163,295,16508,3,0,7
1.8852,148,150,16487,9,-1,9,129,131,127,148,273,16481,4,0,7
1.9011,196,194,16591,8,-2,7,129,131,127,148,242,16482,5,-1,7
1.9012,120,102,16455,11,-2,7,129,131,127,160,230,16509,5,-2,7
1.9174,120,198,16623,7,0,6,129,131,127,150,198,16495,6,-2,7
1.933,136,246,16615,8,0,5,129,131,127,142,198,16527,6,-2,6
1.9331,160,426,16523,7,-1,8,129,131,127,140,210,16549,6,-2,5
1.9492,160,518,16479,5,1,6,129,132,127,145,264,16542,6,-2,5
1.9654,188,594,16579,6,-1,9,129,132,127,148,327,16526,5,-2,5
1.9655,172,542,16463,5,2,10,129,134,127,158,393,16539,5,-2,6
1.9813,236,362,16447,4,2,12,129,134,127,161,430,16520,5,-1,7
1.9814,120,166,16587,5,2,10,129,134,127,179,413,16501,4,-1,8
1.9971,244,-14,16535,6,0,9,129,134,127,164,351,16522,4,-1,8
2.0135,140,-50,16507,3,2,8,129,132,127,184,259,16525,4,-1,8
2.0136,172,50,16491,5,2,9,129,132,127,173,181,16520,3,-1,8
2.029,208,90,16575,4,-2,5,129,130,127,172,148,16512,3,-1,8
2.0451,148,298,16483,4,0,6,129,130,127,181,133,16527,3,-2,7
2.0452,124,422,16527,3,2,5,129,130,127,172,174,16516,3,-2,6
2.0615,124,502,16611,6,0,9,129,130,127,160,236,16518,3,-1,5
2.0774,172,462,16475,7,0,10,129,132,127,151,302,16541,3,-1,6
2.0775,156,434,16467,5,0,9,129,132,127,156,342,16524,4,-1,7
2.0931,156,190,16487,7,0,9,129,133,127,156,365,16509,4,-1,7
2.0932,204,138,16483,8,1,10,129,133,127,156,321,16503,4,-1,7
2.1091,200,54,16551,9,0,8,129,132,127,168,275,16498,5,-1,7
2.1254,168,82,16531,9,-1,7,129,132,127,176,219,16511,6,-1,7
2.1255,256,222,16575,6,-3,6,129,130,127,174,184,16516,6,-1,7
2.141,212,286,16491,6,0,7,129,130,127,194,193,16530,6,-2,6
2.1571,192,418,16511,9,0,8,130,131,127,198,216,16520,6,-2,6
2.1572,152,406,16443,8,-1,11,130,131,127,196,266,16517,6,-2,6
2.1734,140,350,16587,6,0,10,129,132,127,185,301,16498,6,-2,7
2.1735,116,290,16687,7,0,11,129,132,127,173,313,16520,6,-2,7
2.1895,76,182,16539,6,2,10,129,132,127,158,307,16561,6,-2,8
2.2051,156,182,16731,6,0,10,129,132,127,137,275,16555,6,-1,8
2.2052,128,178,16375,4,-4,8,129,132,127,141,251,16599,6,-1,8
2.2215,172,86,16643,5,-2,8,129,131,127,137,232,16543,5,-2,8
2.2374,248,46,16471,6,-3,11,129,131,127,145,195,16568,5,-2,8
2.2375,200,110,16495,7,1,11,129,130,127,170,157,16543,5,-3,8
2.2531,168,162,16619,9,2,11,129,130,127,177,145,16531,5,-2,8
2.2692,116,250,16479,8,0,7,129,130,127,174,149,16553,6,-1,8
2.2693,180,446,16575,8,0,8,129,130,127,159,174,16534,6,-1,7
2.2854,192,338,16507,6,1,8,129,131,127,164,242,16544,6,-1,7
2.2855,196,330,16483,7,-2,8,129,131,127,171,266,16534,6,-1,7
2.301,136,294,16435,10,-2,8,129,132,127,177,282,16521,6,-2,7
2.3172,184,190,16583,9,-2,9,129,132,127,166,285,16499,7,-2,7
2.3173,240,214,16591,6,-1,10,129,132,127,170,261,16520,7,-2,7
2.333,236,158,16563,5,0,11,129,132,127,187,249,16537,6,-2,7
2.3491,188,174,16571,4,-3,11,130,131,127,199,226,16543,5,-2,8
2.3491,124,234,16427,6,-1,7,130,131,127,196,213,16550,4,-3,8
2.3651,212,250,16571,5,-1,10,129,131,127,178,218,16519,4,-3,7
2.3809,184,318,16519,7,1,8,129,131,127,186,226,16532,4,-3,7
2.3811,64,322,16591,10,2,8,129,131,127,185,249,16528,4,-2,7
2.3974,88,350,16663,7,2,8,129,131,127,154,267,16543,5,-1,7
2.3975,184,338,16439,8,2,9,129,132,127,137,287,16573,5,-1,7
2.4131,136,210,16519,6,3,8,129,132,127,148,299,16539,5,-1,7
2.4291,240,174,16543,8,1,9,129,131,127,145,276,16534,5,0,7
2.4292,200,70,16659,5,0,9,129,131,127,168,250,16536,5,0,7
2.4453,104,166,16423,7,2,7,129,130,127,176,205,16566,5,0,7
2.461,204,282,16479,6,2,8,129,130,127,158,195,16530,5,0,7
2.4611,172,326,16467,7,1,9,129,130,127,169,216,16517,5,0,7
2.4771,160,350,16515,8,1,10,129,130,127,169,243,16504,5,0,7
2.4772,188,274,16635,9,1,10,129,131,127,166,269,16506,5,0,7
2.4934,144,262,16579,8,-2,9,129,131,127,171,270,16538,6,0,7
2.509,152,162,16563,9,-4,9,129,132,127,164,268,16548,6,-1,7
2.5091,148,150,16447,6,0,9,129,132,127,161,241,16551,6,-2,7
2.5252,224,202,16479,6,0,7,129,131,127,157,218,16525,6,-2,7
2.5414,128,254,16475,5,-2,10,129,131,127,173,214,16513,6,-2,7
2.5415,220,278,16567,7,-3,7,129,131,127,161,224,16503,5,-2,7
2.5579,148,334,16479,6,-1,8,129,131,127,175,237,16519,5,-3,7
2.5731,244,386,16547,1,0,9,129,132,127,168,261,16509,5,-3,7
2.5732,140,362,16555,3,-2,10,129,132,127,187,292,16518,4,-3,7
2.5894,140,286,16439,4,-3,10,129,132,127,175,309,16527,3,-3,7
2.5895,144,250,16431,2,-3,11,129,132,127,166,303,16505,3,-3,7
2.605,228,162,16467,3,-6,10,129,132,127,160,289,16486,2,-3,8
2.6211,252,174,16543,4,-2,9,129,132,127,177,257,16481,2,-4,8
2.6212,232,198,16291,6,-2,8,130,131,127,195,236,16496,2,-4,8
2.6371,188,158,16567,7,11,8,130,131,127,204,226,16444,3,-4,8
2.6529,124,242,16523,4,18,8,130,131,127,200,209,16474,4,-1,8
2.653,144,318,16595,2,18,5,130,131,127,181,217,16486,4,3,8
2.6689,160,346,16499,4,13,5,129,130,127,171,242,16513,3,6,7
2.6689,216,402,16467,5,15,8,129,130,127,168,268,16509,3,7,6
2.6848,192,394,16507,6,19,6,129,131,127,180,301,16498,3,9,6
2.7009,336,386,16371,4,20,7,129,131,127,183,324,16500,3,11,6
2.7011,140,230,16543,7,18,9,130,132,127,221,339,16467,3,13,6
2.717,176,122,16559,6,16,8,130,132,127,200,311,16486,4,14,6
2.733,144,90,16559,7,11,10,130,131,127,194,263,16504,4,14,6
2.7331,132,126,16559,7,11,11,130,131,127,181,219,16517,4,13,7
2.7494,268,214,16487,9,9,9,129,130,127,168,195,16527,4,12,8
2.7654,120,286,16531,9,10,7,129,130,127,193,199,16517,5,11,8
2.7654,52,334,16635,8,9,7,129,130,127,174,220,16520,6,10,7
2.781,604,194,16099,8,-1,8,129,130,127,143,248,16548,6,9,7
2.7811,252,170,16391,8,-3,8,131,130,127,258,234,16435,6,6,7
2.7971,184,238,16595,5,-33,8,131,130,127,256,218,16424,6,3,7
2.8134,132,186,16535,7,-47,8,130,131,127,238,223,16466,5,-6,7
2.8134,168,142,16431,4,-48,7,130,131,127,211,213,16483,5,-17,7
2.829,304,134,16419,4,-19,7,130,131,127,200,195,16470,4,-25,7
2.8451,116,270,16623,4,10,5,130,131,127,226,179,16457,4,-24,7
2.8453,204,218,16543,5,6,5,130,131,127,198,201,16498,4,-16,6
2.861,152,350,16559,6,-6,8,130,131,127,199,205,16509,4,-11,5
2.877,172,470,16595,5,-13,7,129,131,127,187,241,16521,4,-10,5
2.8771,212,522,16403,5,-8,7,129,131,127,183,298,16539,4,-11,5
2.893,136,446,16447,8,4,9,129,133,127,190,354,16505,4,-11,5
2.8931,64,342,16555,6,3,11,129,133,127,176,377,16490,5,-8,6
2.9094,128,214,16419,7,-1,11,129,133,127,148,368,16506,5,-6,7
2.925,192,18,16567,4,-3,11,129,133,127,143,329,16484,5,-5,8
2.9251,200,-10,16527,4,1,10,129,131,127,155,251,16504,4,-5,8
2.9411,188,6,16415,2,1,8,129,131,127,166,185,16509,4,-4,8
2.9574,220,78,16503,6,0,6,129,130,127,171,140,16485,3,-3,8
2.9574,196,274,16503,6,-1,6,129,130,127,183,124,16489,3,-3,7
2.9729,192,322,16507,5,-1,5,129,130,127,186,161,16492,3,-3,6
2.9729,148,438,16499,8,1,7,129,131,127,187,201,16495,3,-3,5
2.9891,68,482,16603,10,0,8,129,131,127,177,260,16496,4,-2,5
3.0052,52,350,16547,8,-1,9,129,132,127,149,315,16522,5,-2,5
3.0053,140,258,16595,7,-2,8,129,132,127,124,323,16528,5,-2,6
3.0214,172,222,16519,6,-1,10,129,132,127,128,306,16544,5,-2,6
3.037,236,130,16499,5,-5,10,129,132,127,139,285,16537,5,-2,7
3.0371,220,114,16463,7,-2,7,129,131,127,163,246,16527,5,-3,7
3.053,272,146,16483,7,-2,8,129,131,127,177,213,16511,5,-3,7
3.0691,184,178,16451,5,-2,8,130,131,127,200,196,16504,5,-3,7
3.0692,172,266,16647,3,-1,8,130,131,127,196,191,16490,5,-3,7
3.0854,124,410,16599,4,-1,7,129,131,127,190,209,16529,4,-3,7
3.0855,72,338,16539,5,1,7,129,131,127,173,259,16546,4,-3,7
3.1011,148,402,16531,4,0,9,129,132,127,147,278,16544,4,-2,7
3.1175,228,334,16631,5,0,8,129,132,127,147,309,16540,4,-2,7
3.1176,204,226,16515,6,-2,8,129,132,127,167,315,16562,4,-2,7
3.133,136,158,16679,5,0,9,129,132,127,176,292,16550,4,-2,7
3.1491,188,126,16411,6,-1,11,129,132,127,166,258,16582,4,-2,7
3.1492,216,118,16639,6,1,11,129,132,127,171,225,16539,4,-2,8
3.1652,244,222,16423,4,1,9,129,131,127,182,198,16564,4,-2,8
3.1653,176,198,16599,5,0,7,129,131,127,197,204,16528,4,-2,8
3.1814,116,242,16503,7,-3,6,129,131,127,191,202,16545,4,-2,7
3.1969,148,366,16503,5,-1,7,129,131,127,172,212,16534,4,-3,6
3.197,184,330,16527,4,0,8,129,131,127,166,250,16526,4,-3,6
3.213,-92,274,16851,3,1,5,129,131,127,170,270,16526,4,-3,6
3.2289,-56,250,16507,7,-33,8,128,132,127,104,271,16607,3,-2,5
3.229,204,242,16391,6,-38,9,128,132,127,64,265,16582,4,-10,5
3.2452,172,194,16499,7,-24,10,128,132,127,99,259,16534,4,-17,6
3.2611,392,110,16211,6,-11,9,128,132,127,117,242,16525,4,-19,7
3.2612,104,186,16611,8,3,8,129,131,127,185,209,16446,4,-17,7
3.277,232,214,16455,7,-3,7,129,131,127,164,203,16487,5,-12,7
3.2771,104,318,16515,7,1,8,129,131,127,181,205,16479,5,-10,7
3.2936,240,310,16419,7,9,9,129,131,127,161,233,16488,5,-8,7
3.309,180,326,16579,7,18,9,129,131,127,180,252,16470,5,-4,7
3.3092,152,286,16503,7,21,6,129,131,127,180,270,16497,5,1,7
3.3253,156,270,16515,7,24,8,129,131,127,173,274,16498,5,6,6
3.3414,40,246,16647,7,12,9,129,131,127,168,273,16502,5,10,6
3.3414,248,246,16499,6,4,9,129,131,127,136,266,16538,5,10,6
3.3572,248,174,16483,3,4,8,129,131,127,164,261,16528,5,8,6
3.3731,252,234,16411,3,5,7,129,130,127,185,239,16516,4,7,6
3.3732,212,122,16483,4,17,7,129,130,127,201,237,16489,3,6,6
3.389,192,242,16375,5,20,9,130,130,127,203,208,16487,3,8,6
3.3892,180,298,16467,5,16,10,130,130,127,200,216,16459,3,11,6
3.405,80,358,16659,5,24,10,130,130,127,195,236,16461,3,12,7
3.421,44,406,16511,8,38,9,130,130,127,166,266,16510,3,15,7
3.4211,60,350,16667,8,39,18,129,131,127,135,301,16510,4,20,7
3.4374,-28,330,16503,10,37,39,129,131,127,116,313,16549,5,24,9
3.4534,252,158,16531,11,38,62,128,131,127,80,317,16537,6,27,16
3.4534,-304,438,16743,10,58,95,128,131,127,123,277,16535,7,29,27
3.4689,-332,378,16583,6,43,229,127,131,127,16,317,16587,7,36,44
3.469,84,486,16483,0,24,391,127,131,127,-71,332,16586,6,37,90
3.4854,-64,450,16507,-5,19,551,126,132,127,-33,370,16560,4,33,165
3.5014,-204,430,16463,-8,13,704,126,132,127,-41,390,16546,1,29,261
3.5014,-392,534,16655,-12,16,825,126,133,126,-82,400,16525,-2,25,371
3.5171,52,406,16499,-16,8,910,126,133,126,-160,433,16557,-5,22,484
3.5332,-296,306,16727,-15,0,970,126,133,125,-107,426,16542,-8,18,590
3.5333,-136,126,16791,-16,9,979,126,133,125,-155,396,16588,-10,13,685
3.5491,372,34,16559,-16,6,933,125,132,125,-151,328,16638,-12,12,758
3.5651,264,142,16431,-13,-4,847,125,132,125,-21,254,16618,-13,10,801
3.5652,268,-114,16607,-12,13,780,128,130,123,50,226,16571,-13,6,812
3.5809,428,-110,16667,-9,8,654,128,130,123,104,141,16580,-13,7,804
3.581,468,-170,16491,-7,1,466,130,128,124,185,78,16601,-12,7,766
3.5974,544,-34,16475,-3,-2,259,130,128,124,255,16,16573,-11,5,691
3.6132,144,358,16367,3,-1,79,133,127,123,327,3,16548,-9,3,583
3.6132,104,278,16475,5,3,28,133,127,123,281,91,16502,-6,2,457
3.6291,120,246,16487,5,1,12,131,129,124,236,137,16495,-4,2,349
3.6453,116,266,16563,7,3,9,131,129,124,207,164,16493,-2,1,264
3.6454,160,242,16595,7,0,9,129,129,125,184,189,16510,0,1,200
3.662,-148,318,16703,5,-1,8,129,129,125,178,202,16531,1,0,152
3.6621,204,254,16459,9,1,10,128,131,125,96,231,16574,2,-1,116
3.6772,1876,-386,15307,-4,-155,-73,128,131,125,123,236,16545,3,-1,89
3.6929,-176,170,16875,8,-127,-243,135,129,125,561,80,16235,1,-40,48
